T,v
4.297950e+03,9.958450e-01
4.300490e+03,9.950410e-01
4.300600e+03,9.788180e-01
4.300630e+03,9.585660e-01
4.300650e+03,9.252730e-01
4.300660e+03,8.937060e-01
4.300670e+03,8.432560e-01
4.300690e+03,6.857960e-01
4.300700e+03,6.587690e-01
4.300710e+03,7.157430e-01
4.300720e+03,8.004720e-01
4.300730e+03,8.659740e-01
4.300740e+03,9.079540e-01
4.300760e+03,9.511910e-01
4.300800e+03,9.803390e-01
4.300940e+03,9.963090e-01
4.303440e+03,9.946440e-01
4.303530e+03,9.800710e-01
4.303560e+03,9.590430e-01
4.303580e+03,9.221280e-01
4.303590e+03,8.857820e-01
4.303600e+03,8.281860e-01
4.303610e+03,7.524350e-01
4.303620e+03,7.017400e-01
4.303630e+03,7.283710e-01
4.303650e+03,8.684570e-01
4.303660e+03,9.114210e-01
4.303680e+03,9.547060e-01
4.303720e+03,9.824880e-01
4.303880e+03,9.973000e-01
4.306320e+03,9.939750e-01
4.306400e+03,9.755620e-01
4.306420e+03,9.571630e-01
4.306430e+03,9.399250e-01
4.306440e+03,9.119240e-01
4.306450e+03,8.664090e-01
4.306460e+03,8.020180e-01
4.306470e+03,7.495230e-01
4.306480e+03,7.620020e-01
4.306500e+03,8.840280e-01
4.306510e+03,9.229040e-01
4.306530e+03,9.613950e-01
4.306570e+03,9.853880e-01
4.306770e+03,9.983300e-01
4.309110e+03,9.945460e-01
4.309180e+03,9.803610e-01
4.309210e+03,9.509460e-01
4.309220e+03,9.274160e-01
4.309230e+03,8.887100e-01
4.309240e+03,8.339310e-01
4.309250e+03,7.917910e-01
4.309260e+03,8.075400e-01
4.309280e+03,9.100660e-01
4.309290e+03,9.405120e-01
4.309310e+03,9.702260e-01
4.309360e+03,9.906040e-01
4.309850e+03,9.996410e-01
4.311840e+03,9.941680e-01
4.311900e+03,9.787290e-01
4.311920e+03,9.581720e-01
4.311930e+03,9.369850e-01
4.311940e+03,9.020990e-01
4.311950e+03,8.559050e-01
4.311960e+03,8.304330e-01
4.311970e+03,8.561070e-01
4.311980e+03,9.022950e-01
4.311990e+03,9.371100e-01
4.312010e+03,9.708880e-01
4.312060e+03,9.917370e-01
4.312700e+03,9.998040e-01
4.314490e+03,9.943600e-01
4.314540e+03,9.813240e-01
4.314560e+03,9.611550e-01
4.314570e+03,9.397410e-01
4.314590e+03,8.728310e-01
4.314600e+03,8.738360e-01
4.314620e+03,9.409580e-01
4.314640e+03,9.741610e-01
4.314690e+03,9.932320e-01
4.316010e+03,9.999180e-01
4.317070e+03,9.942390e-01
4.317110e+03,9.825950e-01
4.317130e+03,9.605800e-01
4.317150e+03,9.091770e-01
4.317160e+03,9.009740e-01
4.317190e+03,9.688820e-01
4.317220e+03,9.893320e-01
4.317440e+03,9.994020e-01
4.319570e+03,9.948290e-01
4.319610e+03,9.815010e-01
4.319630e+03,9.537300e-01
4.319640e+03,9.324870e-01
4.319650e+03,9.272620e-01
4.319680e+03,9.781520e-01
4.319730e+03,9.955210e-01
4.322000e+03,9.949580e-01
4.322040e+03,9.765450e-01
4.322060e+03,9.482550e-01
4.322070e+03,9.505660e-01
4.322100e+03,9.866770e-01
4.322200e+03,9.988080e-01
4.324350e+03,9.959060e-01
4.324390e+03,9.780990e-01
4.324410e+03,9.630870e-01
4.324450e+03,9.930410e-01
4.325000e+03,9.999500e-01
4.326640e+03,9.946360e-01
4.326680e+03,9.746180e-01
4.326730e+03,9.967020e-01
4.328840e+03,9.961770e-01
4.328880e+03,9.836030e-01
4.328940e+03,9.985620e-01
4.330980e+03,9.947910e-01
4.331010e+03,9.908540e-01
4.331140e+03,9.997960e-01
4.333040e+03,9.948330e-01
4.335020e+03,9.964280e-01
2.484000e+04,1.000000e+00
