T,v
5.071350e+03,9.782970e-01
5.071380e+03,9.964260e-01
5.071940e+03,9.919260e-01
5.072010e+03,9.729080e-01
5.072040e+03,9.446410e-01
5.072070e+03,9.036400e-01
5.072080e+03,9.017160e-01
5.072130e+03,9.629590e-01
5.072190e+03,9.886310e-01
5.072550e+03,9.991200e-01
5.073260e+03,9.951550e-01
5.073290e+03,9.791130e-01
5.073300e+03,9.536800e-01
5.073310e+03,9.078260e-01
5.073320e+03,9.033790e-01
5.073330e+03,9.486890e-01
5.073340e+03,9.771610e-01
5.073370e+03,9.951120e-01
5.077880e+03,9.962480e-01
5.077930e+03,9.907750e-01
5.078100e+03,9.997690e-01
5.081120e+03,9.950570e-01
5.081190e+03,9.740610e-01
5.081220e+03,9.732580e-01
5.081290e+03,9.946530e-01
5.081400e+03,9.928060e-01
5.081440e+03,9.803830e-01
5.081500e+03,9.970960e-01
5.086270e+03,9.950070e-01
5.086360e+03,9.933410e-01
5.086930e+03,9.968980e-01
5.086990e+03,9.922130e-01
5.087280e+03,9.997530e-01
5.088010e+03,9.935720e-01
5.088060e+03,9.702470e-01
5.088130e+03,9.959450e-01
5.090520e+03,9.952270e-01
5.090590e+03,9.789250e-01
5.090630e+03,9.655550e-01
5.090710e+03,9.933070e-01
5.092080e+03,9.995630e-01
5.092310e+03,9.923170e-01
5.092330e+03,9.787960e-01
5.092350e+03,9.387630e-01
5.092360e+03,9.417490e-01
5.092380e+03,9.809840e-01
5.092420e+03,9.961130e-01
5.092750e+03,9.952150e-01
5.092780e+03,9.777920e-01
5.092830e+03,9.966210e-01
5.093170e+03,9.898700e-01
5.093240e+03,9.700850e-01
5.093270e+03,9.426520e-01
5.093300e+03,8.817690e-01
5.093320e+03,8.454320e-01
5.093330e+03,8.488470e-01
5.093370e+03,9.337020e-01
5.093400e+03,9.667290e-01
5.093470e+03,9.892120e-01
5.093980e+03,9.991100e-01
5.094600e+03,9.920600e-01
5.094660e+03,9.746660e-01
5.094710e+03,9.281570e-01
5.094730e+03,9.351560e-01
5.094770e+03,9.741410e-01
5.094850e+03,9.937790e-01
5.095060e+03,9.913130e-01
5.095110e+03,9.846390e-01
5.095220e+03,9.982120e-01
5.096500e+03,9.936100e-01
5.096540e+03,9.815910e-01
5.096560e+03,9.563420e-01
5.096570e+03,9.204200e-01
5.096580e+03,8.412140e-01
5.096590e+03,7.385450e-01
5.096600e+03,7.430690e-01
5.096610e+03,8.463230e-01
5.096620e+03,9.221040e-01
5.096630e+03,9.562670e-01
5.096650e+03,9.797180e-01
5.096740e+03,9.967640e-01
5.099070e+03,9.942540e-01
5.099130e+03,9.822520e-01
5.099210e+03,9.956790e-01
5.099370e+03,9.830720e-01
5.099410e+03,9.629540e-01
5.099440e+03,9.247510e-01
5.099460e+03,8.924860e-01
5.099470e+03,8.862270e-01
5.099490e+03,9.061540e-01
5.099520e+03,9.525600e-01
5.099560e+03,9.797950e-01
5.099690e+03,9.953300e-01
5.100340e+03,9.946650e-01
5.103140e+03,9.957460e-01
5.103260e+03,9.797550e-01
5.103300e+03,9.526620e-01
5.103330e+03,9.188190e-01
5.103350e+03,9.182940e-01
5.103400e+03,9.691550e-01
5.103470e+03,9.906600e-01
5.103930e+03,9.953270e-01
5.104060e+03,9.797860e-01
5.104100e+03,9.554230e-01
5.104150e+03,8.814930e-01
5.104160e+03,8.789960e-01
5.104180e+03,9.043660e-01
5.104210e+03,9.509390e-01
5.104260e+03,9.815780e-01
5.104410e+03,9.947500e-01
5.105340e+03,9.943430e-01
5.105400e+03,9.772280e-01
5.105480e+03,9.967310e-01
5.106150e+03,9.940270e-01
5.106190e+03,9.754280e-01
5.106260e+03,9.969450e-01
5.107000e+03,9.936670e-01
5.107040e+03,9.739860e-01
5.107060e+03,9.440030e-01
5.107070e+03,9.404970e-01
5.107100e+03,9.799110e-01
5.107160e+03,9.960390e-01
5.107490e+03,9.923450e-01
5.107540e+03,9.740790e-01
5.107570e+03,9.470410e-01
5.107590e+03,9.509730e-01
5.107630e+03,9.832400e-01
5.107740e+03,9.974860e-01
5.109030e+03,9.933750e-01
5.109110e+03,9.768150e-01
5.109150e+03,9.427310e-01
5.109180e+03,9.105670e-01
5.109200e+03,9.222450e-01
5.109240e+03,9.675640e-01
5.109300e+03,9.894150e-01
5.109720e+03,9.987020e-01
5.109950e+03,9.911700e-01
5.110000e+03,9.844200e-01
5.110100e+03,9.978160e-01
5.111210e+03,9.934750e-01
5.111270e+03,9.780350e-01
5.111300e+03,9.492340e-01
5.111320e+03,9.248970e-01
5.111330e+03,9.239740e-01
5.111380e+03,9.770730e-01
5.111460e+03,9.949800e-01
5.112170e+03,9.944010e-01
5.112880e+03,9.954030e-01
5.112960e+03,9.869800e-01
5.112980e+03,9.646750e-01
5.112990e+03,9.446190e-01
5.113000e+03,9.375880e-01
5.113030e+03,9.835820e-01
